,senator,party,position,ethnicity,gender,centroid,happiness_cs,anger_cs,disgust_cs,surprise_cs,sadness_cs,fear_cs,general_cs
46,Fuelantala Delgado Richard Humberto,Autoridades Indigenas de Colombia - AICO,independent,1,1,"[ 0.37619483  0.28840417 -0.06120719  0.01811061  0.4375992  -0.0466536
  0.12259056  0.36234212  0.27973035 -0.15820287  0.13899735 -0.24807458
 -0.07558806 -0.15683499  0.2687809   0.09938028 -0.08525359  0.05005398
 -0.12238839 -0.48120785 -0.3483297  -0.05335301  0.09418853  0.15667103
 -0.14499058 -0.53684497 -0.200584   -0.5474695   0.12597091 -0.04616378
  0.31324923 -0.25481957  0.16228779  0.12555493 -0.44805372  0.30131003
  0.49301404  0.01794773  0.04560269 -0.27469322 -0.16748865 -0.05614103
  0.1930703  -0.17916867  0.10117244 -0.06712391 -0.4170678   0.06094594
  0.21065204 -0.04236611 -0.2577683  -0.01971008 -0.281655   -0.14227812
 -0.16331251 -0.01676672 -0.10784639 -0.04953075 -0.05902473  0.3351729
 -0.40196413 -0.05890148  0.12104272 -0.26728907 -0.33975953  0.10158389
 -0.53156006 -0.31517407  0.05585747 -0.34425268 -0.02304368 -0.2867702
  0.03044674  0.48713332 -0.00327514 -0.5085633  -0.5412397  -0.17980047
 -0.61679846 -0.35602194  0.2526002  -0.23896831 -0.31630957  0.61547726
 -0.11975971  0.5623666   0.24407314  0.19211882  0.65746504  0.06839219
  0.27502137  0.10401107  0.17985152 -0.26198784  0.12304872 -0.29333252
 -0.09357669 -0.07069419 -0.27482164 -0.41253534]",0.5976681,0.52919984,0.5529681,0.5328144,0.5643229,0.57816213,0.5868524
47,Gallo Cubillos Julián,Comunes,government,0,1,"[ 0.24484313  0.26468682  0.30130288 -0.2956015   0.18020278 -0.32196113
  0.21220787  0.34813938 -0.14232281 -0.18030651  0.4181466  -0.02005938
  0.11699269 -0.11419576  0.493909    0.00614142  0.07998799  0.02458994
  0.17868745 -0.46028146 -0.2260921   0.2639811   0.20359711  0.37002066
 -0.01363236 -0.51549965 -0.03683659 -0.45629546  0.11878746  0.07593291
 -0.26144895 -0.4079903   0.22534257  0.08618911 -0.2146781   0.4208715
  0.50408685 -0.3310741   0.1094293  -0.470973    0.19194162  0.05825156
  0.0113168   0.17968446  0.21707296  0.0589407  -0.45472085  0.03420088
  0.21569996  0.09910027 -0.4283915   0.25118563 -0.6460994  -0.3090721
  0.18044607 -0.01664032  0.02695755  0.13394399  0.25464988  0.69237167
 -0.27200663  0.15962394  0.0029851  -0.5086561  -0.47468162  0.01745453
 -0.6135616  -0.23489338  0.2809372  -0.2666433   0.05151607 -0.08271302
 -0.09449462  0.7343387   0.01962558 -0.270434   -0.2524421  -0.3683616
 -0.69172937 -0.42599928  0.30520156 -0.07024602 -0.33064535  0.48040065
 -0.29586613  0.9636593   0.20141703  0.06988865  0.9080637  -0.04688823
  0.09867748 -0.1520773   0.10839913 -0.11904796 -0.03138205  0.07404386
  0.31551692 -0.6235817   0.01090266 -0.66711444]",0.63475,0.50187665,0.549086,0.5107821,0.55517244,0.5799287,0.59532034
48,Gallo Maya Juan Pablo,Partido Liberal,independent,0,1,"[ 5.02579920e-02  2.36317217e-01  1.99828431e-01 -1.29642218e-01
  1.77872136e-01 -4.00396526e-01  7.05963671e-02  2.24194065e-01
 -1.38557535e-02 -1.17763445e-01  2.59245574e-01 -1.28038034e-01
  9.29715857e-02 -1.32407859e-01  3.59477371e-01 -2.76600532e-02
  5.09960130e-02  6.80713430e-02  2.83020288e-01 -3.44616801e-01
 -2.68145680e-01  1.37929842e-01  1.77870244e-01  1.26594871e-01
 -1.19754046e-01 -3.28202575e-01 -1.85290411e-01 -2.95644879e-01
  8.38904753e-02  7.28931054e-02 -8.24984014e-02 -2.97109365e-01
  2.39213049e-01  2.95056611e-01 -1.90076679e-01  4.43088949e-01
  4.70051706e-01 -2.04735518e-01  1.04284056e-01 -3.61033708e-01
  1.33801803e-01  1.03735335e-01 -3.89167517e-02  7.45052993e-02
  6.34032339e-02  9.89421457e-02 -4.44363475e-01  5.19762412e-02
  2.70903289e-01  4.44686264e-02 -3.14213425e-01  2.22403094e-01
 -3.69590670e-01 -3.13868016e-01  1.32841811e-01  1.56257283e-02
 -7.94734713e-03  4.79879119e-02  2.24321529e-01  5.29425144e-01
 -1.52764156e-01  1.77136183e-01 -4.10952605e-03 -4.51053977e-01
 -4.69956756e-01  6.93518668e-04 -5.20634472e-01 -1.66789249e-01
  1.85334221e-01 -5.55395447e-02  1.90758891e-03 -2.08633915e-01
 -9.83023122e-02  6.59111798e-01  9.62221064e-03 -2.09502816e-01
 -1.17206737e-01 -4.13172245e-01 -4.91127074e-01 -3.33264381e-01
  1.49989873e-01  7.59473071e-04 -2.88472533e-01  5.01104593e-01
 -2.29007989e-01  8.07488680e-01  1.06335722e-01  2.77415365e-02
  7.80762553e-01 -1.42043129e-01  2.39929661e-01 -6.63469508e-02
  1.93715453e-01 -7.79423863e-02  1.21146962e-02  1.28693566e-01
  2.73659408e-01 -4.86524969e-01  7.82029778e-02 -5.79544485e-01]",0.65626216,0.54590607,0.5793716,0.5466568,0.5923383,0.6126996,0.62441623
49,Garcés Rojas Juan Carlos ,Partido de la U,independent,0,1,"[ 1.65679455e-02  3.01410586e-01  7.25048259e-02 -1.54554039e-01
  1.86946571e-01 -3.57328683e-01  5.95667586e-03  1.52387783e-01
  1.18390955e-01 -1.85934722e-01  3.34356189e-01 -1.97693899e-01
  7.57718086e-02 -2.16124818e-01  2.18048453e-01  1.15328200e-01
 -3.17682736e-02  1.95976734e-01  2.90697068e-01 -3.58297914e-01
 -2.26796344e-01 -1.26356184e-02  1.38891771e-01  1.11556143e-01
 -2.02392697e-01 -2.68884391e-01 -2.37829670e-01 -3.61479968e-01
  1.16777577e-01 -2.78130174e-04 -1.61585528e-02 -1.66932717e-01
  4.22834307e-01  2.69673973e-01 -1.16793968e-01  3.95049959e-01
  5.28006554e-01 -1.44924119e-01  9.16388035e-02 -2.37340912e-01
  7.06243664e-02  2.21394956e-01 -1.07514650e-01 -5.88940382e-02
  1.47321122e-02  3.59068774e-02 -4.71189469e-01  1.56951755e-01
  2.11448327e-01 -4.70466465e-02 -2.76148319e-01  2.30886862e-01
 -2.10825041e-01 -2.63792485e-01  1.50893256e-01  3.93493399e-02
 -4.30605114e-02 -1.50220260e-01  3.26154083e-01  3.11602861e-01
 -2.27295831e-01  1.17665924e-01 -7.66054019e-02 -5.01800716e-01
 -5.71646988e-01  1.04523212e-01 -4.94893461e-01 -1.38798222e-01
  1.55624941e-01 -7.73671642e-02 -3.48006524e-02 -3.30614239e-01
 -5.32811368e-03  6.66866302e-01  2.63278987e-02 -1.40431151e-01
 -8.62343535e-02 -5.34240723e-01 -4.56624031e-01 -2.68412948e-01
  2.99047958e-02  4.92944680e-02 -2.12274745e-01  4.91180807e-01
 -1.54150382e-01  7.52502739e-01  1.57122061e-01 -7.93575775e-03
  7.24335372e-01 -1.71507284e-01  3.43945026e-01 -5.03298193e-02
  1.38801351e-01 -1.20719532e-02  3.86266373e-02  1.59022465e-01
  9.76534784e-02 -3.38147402e-01  2.17912886e-02 -5.09800255e-01]",0.6291797,0.54077446,0.5656699,0.5368813,0.57998693,0.5973602,0.6063752
50,García Gómez Juan Carlos,Partido Conservador,independent,0,1,"[ 0.0587823   0.3939895   0.2622433  -0.16524959  0.17464986 -0.39925408
  0.02891111  0.25006318  0.02374192 -0.16933271  0.37527052 -0.18490228
  0.18132602 -0.24979857  0.3697972  -0.03116071  0.06590894  0.15160102
  0.31992745 -0.47637832 -0.43064165  0.10036604  0.21814552  0.11755584
 -0.15949084 -0.3061838  -0.33155888 -0.5126455   0.11040977  0.1661247
 -0.17990288 -0.29101056  0.50275844  0.43008155 -0.10138927  0.46813804
  0.7425826  -0.30093735  0.13666904 -0.49317145  0.2674591   0.14209235
 -0.0544929   0.13817202  0.10382298  0.07552674 -0.5281554   0.05751983
  0.42444584 -0.01978732 -0.23511535  0.2957007  -0.3288491  -0.33874667
  0.12900023  0.05635608 -0.05278952 -0.12662414  0.21037036  0.5810767
 -0.24942271  0.26664132  0.03313172 -0.6357964  -0.6401242  -0.02174152
 -0.7633425  -0.14747462  0.22020501 -0.1608999  -0.08512047 -0.3948623
 -0.16111101  0.88565934 -0.01269687 -0.25473306 -0.25632113 -0.57915103
 -0.61496896 -0.4321714   0.12418883  0.05626211 -0.36266103  0.6716945
 -0.266799    1.1485881   0.1756046   0.05900615  0.90857637 -0.22452387
  0.31424117 -0.12743843  0.24653366 -0.17931148  0.08697394  0.22062853
  0.19106546 -0.47038886  0.03727519 -0.7684289 ]",0.6094403,0.50672185,0.53742224,0.5056734,0.5524501,0.5705576,0.5831108
51,García Turbay Lidio Arturo,Partido Liberal,independent,0,1,"[ 0.07274912  0.34147578  0.23688494 -0.2009013   0.19645488 -0.22474445
  0.03977944  0.24801484 -0.00562837 -0.03991008  0.22301    -0.03857047
  0.21654302 -0.1734492   0.34986275 -0.18608412  0.12519552  0.03250021
  0.3173291  -0.35477507 -0.35607588  0.21265294  0.24797589  0.12810683
  0.02491566 -0.2394261  -0.16726337 -0.47296     0.02800447  0.2296402
 -0.24265935 -0.24390148  0.19255365  0.41399074 -0.01797485  0.35387212
  0.57344055 -0.27575853  0.16762383 -0.54824626  0.26001483  0.0015715
 -0.01751817  0.18259631  0.14680636  0.05900016 -0.37389478 -0.0021399
  0.45787188 -0.02800775 -0.18947175  0.20042421 -0.34999913 -0.29192266
  0.13255651  0.08729618 -0.05789396  0.05515417  0.0662623   0.564677
 -0.0927791   0.22074257  0.10412601 -0.5910501  -0.45894864 -0.13893864
 -0.6811591  -0.18513644  0.24293059 -0.12341774 -0.06299505 -0.2966264
 -0.2939287   0.76828265 -0.07590358 -0.18718511 -0.26796725 -0.45753434
 -0.622735   -0.2629577   0.21881936  0.07275981 -0.32949203  0.5665158
 -0.18162702  0.87603956  0.08869739  0.10282595  0.7266551  -0.16152239
  0.17461576 -0.12878154  0.19714245 -0.24410188  0.0489363   0.1659109
  0.360347   -0.55292016  0.07761004 -0.671583  ]",0.6345256,0.54221773,0.5652734,0.53282934,0.58249426,0.59578645,0.60638726
52,Giraldo Hernández Óscar Mauricio,Partido Conservador,independent,0,1,"[ 0.300714    0.37508664  0.11228003 -0.58846503  0.4305606  -0.29155445
  0.14274068  0.32881513  0.00839383 -0.28630278  0.2509593   0.02014404
  0.05169487 -0.2376173   0.4007415  -0.23113547 -0.01940124  0.10881919
  0.44490018 -0.3088613  -0.05560622  0.24950804  0.25165161  0.39008066
  0.04136262 -0.55855256  0.09953967 -0.5766103   0.13689609 -0.14915435
 -0.29947343 -0.04948229 -0.08185434  0.05555741 -0.10522602  0.5476751
  0.241376   -0.22390568  0.22020833 -0.47081456  0.02374446  0.08317142
 -0.13774635  0.05713115  0.14378029 -0.07829852 -0.5061872   0.1191741
  0.04780127 -0.02349314 -0.59419155  0.17592216 -0.5974509  -0.46932256
  0.18821192 -0.01298167 -0.0487612   0.41898426  0.5068373   0.49022785
  0.01196169  0.07995156 -0.1501375  -0.6878609  -0.5303824   0.07355335
 -0.45293975 -0.45251974  0.3493003  -0.22554147  0.16223612 -0.13748027
 -0.07567524  0.8570392  -0.13753232  0.14593832  0.01367638 -0.67662334
 -0.89797515 -0.0958185   0.2750779   0.01259406 -0.26957965  0.36441398
 -0.09209996  0.58036363  0.18726343  0.04591616  0.97099495 -0.0360657
  0.13652268 -0.13291343  0.02631301 -0.06403136 -0.12695041  0.0539978
  0.695823   -0.85115045  0.09655535 -0.71195024]",0.64697945,0.56491107,0.58159906,0.546816,0.5940043,0.6053676,0.6115023
53,Gnecco Zuleta José Alfredo,Partido de la U,independent,0,1,"[ 2.60538906e-01  2.77950644e-01  1.00016743e-01 -2.27334619e-01
  3.61149520e-01 -2.91797072e-01  1.78524137e-01  3.08652431e-01
 -6.70130849e-02 -1.93859115e-01  3.45225960e-01 -4.68183309e-03
  4.10620086e-02 -6.66794851e-02  3.05716366e-01 -8.17701593e-02
 -2.40799338e-02  5.25360287e-04  3.05249363e-01 -3.98681790e-01
 -2.08161846e-01  1.20224126e-01  2.64009923e-01  3.13598007e-01
  9.21486616e-02 -5.28340340e-01 -4.11707088e-02 -4.63372558e-01
  8.48861784e-03  1.37055472e-01 -1.17066212e-01 -3.30319434e-01
  1.68445408e-02  1.12266801e-01 -2.29334518e-01  4.85864908e-01
  3.96653265e-01 -1.87208638e-01  1.43102050e-01 -4.03066784e-01
 -6.21303618e-02  6.34414777e-02 -5.16942255e-02 -4.35994379e-02
  1.16639949e-01  2.78611183e-02 -5.09310246e-01  1.77181199e-01
  2.37380311e-01  1.85876656e-02 -4.61425871e-01  2.09783137e-01
 -5.95345557e-01 -3.29822153e-01  1.11168630e-01  1.38844149e-02
 -1.55122876e-01  1.20703660e-01  1.31551757e-01  6.76139355e-01
 -3.18860501e-01  6.03180714e-02  5.30837812e-02 -4.27227110e-01
 -5.46669245e-01  5.51115423e-02 -5.00721633e-01 -3.74012709e-01
  3.49118859e-01 -2.35672995e-01  1.17429070e-01 -1.85865715e-01
 -1.97464347e-01  6.93795025e-01 -5.83275082e-03 -2.94628590e-01
 -3.27193767e-01 -4.24350858e-01 -6.60381317e-01 -3.68588716e-01
  2.44439736e-01 -4.25639488e-02 -2.16503665e-01  5.67304432e-01
 -1.44881427e-01  8.62102807e-01  2.37039074e-01  1.19876266e-02
  9.90353763e-01  1.64357964e-02  3.03323597e-01 -1.07191704e-01
  2.15585709e-01 -1.85517505e-01 -1.48037836e-01  1.27113864e-01
  1.45419315e-01 -7.00510323e-01  8.16945061e-02 -5.96940100e-01]",0.66414106,0.55808073,0.59236634,0.55704904,0.6025555,0.62169945,0.63281345
54,Gómez Amin Mauricio,Partido Liberal,independent,0,1,"[ 0.11187285  0.49706793  0.35536134 -0.12839766  0.22228663 -0.4447286
  0.01894682  0.35385928 -0.01647519 -0.06639768  0.18910405 -0.15580107
  0.2552655  -0.24403666  0.45465177 -0.21566801  0.14192453  0.03681732
  0.2024497  -0.4932406  -0.6391036   0.22145924  0.21766226  0.02305624
 -0.12123717 -0.35067517 -0.40460783 -0.55204314  0.15274563  0.2452407
 -0.17102294 -0.3473411   0.39637008  0.5281595  -0.1962922   0.548646
  0.7812634  -0.33249322  0.11247547 -0.6822327   0.34523162  0.01829631
  0.06891579  0.2671814   0.0981172   0.09364469 -0.4706164  -0.1717512
  0.5225294   0.01515791 -0.16151251  0.27225173 -0.39736956 -0.36771047
 -0.02878399 -0.00995629  0.05392949  0.00712444  0.01136148  0.78594446
 -0.15990174  0.3780514   0.1815918  -0.52685404 -0.4588387  -0.16594274
 -0.9130521  -0.23591562  0.15949051 -0.13157153 -0.17147797 -0.43976286
 -0.26697075  0.9274143  -0.05574137 -0.3732763  -0.4125418  -0.47794068
 -0.695188   -0.5197587   0.21273215 -0.06220837 -0.47638637  0.6126296
 -0.36897075  1.3013574   0.0477479   0.1645197   0.94279915 -0.24523428
  0.27433127 -0.0611379   0.356701   -0.35305172  0.21735281  0.04389562
  0.41219133 -0.53524244 -0.0190604  -0.89058965]",0.6010106,0.50309855,0.5318912,0.5033541,0.54764205,0.56304324,0.5765786
55,González Villa Carlos Julio,Cambio Radical,opposition,0,1,"[ 0.15588222  0.4355483   0.04165293 -0.13753082  0.27995405 -0.22846384
  0.17130722  0.35891798  0.06405728 -0.17736979  0.38911474 -0.1493767
  0.1379199  -0.24388818  0.32420358  0.01020769  0.05895304  0.10056091
  0.05379941 -0.4552306  -0.35837123  0.04031602  0.1992205   0.12373088
 -0.05038569 -0.46646276 -0.32518962 -0.52267325  0.11968528 -0.00385052
 -0.13745119 -0.2504486   0.26803717  0.0650854  -0.2728491   0.36620748
  0.6134045  -0.13620967  0.14024557 -0.38919535 -0.04508787  0.0860314
 -0.08953011 -0.07731778  0.04714358 -0.16062053 -0.5605686   0.11816993
  0.2784359  -0.08325377 -0.27242085  0.11847984 -0.36392346 -0.14788312
  0.05611226  0.01678448  0.00184767  0.00513285  0.10289029  0.47968897
 -0.305214   -0.02318125  0.04564628 -0.5081969  -0.46309423  0.09021202
 -0.6803723  -0.27854136  0.12734395 -0.21501428 -0.00828717 -0.20601891
 -0.01480201  0.64876723 -0.03457148 -0.28372577 -0.30508223 -0.5633162
 -0.6590233  -0.3812686   0.05807965 -0.07560603 -0.2553902   0.5440071
 -0.22864681  0.85424453  0.21258728  0.01325219  0.8076245   0.00820572
  0.44762173  0.10594518  0.06213271 -0.16477013  0.2164346   0.04061473
  0.09017593 -0.4304199  -0.08794963 -0.6186376 ]",0.6666001,0.5586376,0.6022411,0.5679514,0.6103231,0.6311256,0.6481166
56,Guerra Hoyos Andrés Felipe ,Centro Democrático,opposition,0,1,"[ 0.02780266  0.2735704  -0.05703193 -0.30507514  0.25715446 -0.3814269
 -0.01874706  0.15575111  0.25951433  0.02905926  0.06569758 -0.15304439
  0.07289198 -0.26622024  0.21607608 -0.02858107 -0.0466288   0.03289584
  0.4956654  -0.16344967 -0.11328604  0.08358225  0.02352276  0.06016454
 -0.09576758 -0.1972487   0.0010836  -0.34580815  0.14411014  0.04441646
  0.16251464 -0.07506666 -0.05792183  0.45583662 -0.07732335  0.39365706
  0.26991215 -0.07458335  0.14959867 -0.3150443   0.01370437  0.05466948
 -0.14323017 -0.02586322 -0.13983293  0.00581539 -0.24816664  0.01069879
  0.23199292 -0.06997049 -0.21273129  0.17317294 -0.29576346 -0.25900045
  0.10163514  0.10152147  0.00261671  0.14873971  0.30943447  0.38410625
  0.0788849   0.1036754  -0.06898276 -0.33224317 -0.40391406 -0.00739825
 -0.38226518 -0.39940825  0.16433145  0.08030569  0.04934783 -0.4000047
 -0.09127704  0.6102529  -0.18384744 -0.10230165 -0.16655432 -0.5190672
 -0.5236694  -0.04047781  0.1660913   0.0475711  -0.30270812  0.30588028
  0.09495955  0.37674096 -0.07981875  0.03628066  0.8060925  -0.13870284
  0.3121698  -0.0338348   0.03950292 -0.00383836 -0.08036591 -0.00201015
  0.5746703  -0.63075113  0.09593508 -0.52790534]",0.68637073,0.67086935,0.64758027,0.6293196,0.6743555,0.6716597,0.6638859
57,Guevara Villabon Carlos Eduardo,MIRA,opposition,0,1,"[ 0.22450428  0.264644    0.1395515  -0.35025176  0.21057157 -0.2882126
  0.08103812  0.20780213  0.0280458  -0.23165993  0.45650825 -0.16115652
  0.06795847 -0.18388222  0.2836275   0.05220916  0.02078205  0.07712125
  0.3168688  -0.38806304 -0.15034792  0.05715622  0.18455546  0.30278113
 -0.00998269 -0.41198102 -0.01471249 -0.5168982   0.01839928  0.04151059
 -0.19843768 -0.21515246  0.26051572  0.21053325 -0.14657815  0.3961178
  0.41634548 -0.23271751  0.18511598 -0.34410262  0.12819852  0.18802212
 -0.05523549  0.05623082  0.12027142  0.0137889  -0.46919176  0.21282597
  0.18128318  0.04655932 -0.40608072  0.23117816 -0.4440974  -0.2830305
  0.19320746  0.06090599 -0.10734662  0.04580067  0.3297203   0.48564282
 -0.267608    0.1128419  -0.07611099 -0.54302543 -0.68537885  0.05310625
 -0.514744   -0.26010215  0.4089336  -0.23329633  0.11433419 -0.30176175
 -0.09963432  0.7179048  -0.07460941 -0.14535038 -0.21769798 -0.52745837
 -0.6155297  -0.31585836  0.19519736  0.10453719 -0.23582697  0.5362636
 -0.04420083  0.8274546   0.19613576  0.003117    0.8994625  -0.07296293
  0.16638793 -0.16542487  0.07928366 -0.07035137 -0.15192363  0.21469669
  0.1532818  -0.6105308   0.04714338 -0.63368225]",0.63283557,0.5345224,0.5616171,0.52605987,0.5738162,0.5922067,0.5998477
58,Henríquez Pinedo Honorio Miguel,Centro Democrático,opposition,0,1,"[ 0.29814625  0.1985648   0.023829   -0.36899194  0.15751019 -0.26416034
  0.38267845  0.40155208 -0.3274973  -0.25931606  0.46935505 -0.00871019
  0.15510388 -0.04562026  0.47634834  0.17840606  0.05225846 -0.09238365
  0.07799848 -0.43223968  0.02160705  0.48872015  0.14899386  0.5868523
  0.14186385 -0.47521877  0.04226196 -0.37259203  0.11702301  0.01795699
 -0.37140843 -0.4012853   0.05402778 -0.13583745 -0.25257227  0.38700894
  0.24068502 -0.17035967  0.24625039 -0.2959637   0.07276136  0.0622076
 -0.05680295  0.06601779  0.16971639  0.01654876 -0.35453475  0.08206125
 -0.01086415  0.15916598 -0.5928026   0.20873556 -0.77279085 -0.21276009
  0.4449839   0.09462517  0.1827855   0.285494    0.47182095  0.5894404
 -0.20635544 -0.11356431 -0.08453551 -0.55805266 -0.4635815   0.09642799
 -0.43826032 -0.22602326  0.22025435 -0.06701806  0.23837034  0.16820754
  0.02388251  0.50525105  0.03259362 -0.15561923 -0.09699584 -0.29904985
 -0.69439477 -0.19279939  0.3199003  -0.17947976 -0.21602854  0.35669023
 -0.24973816  0.61138934  0.02887709  0.12332389  0.9498964   0.1224141
  0.02884498 -0.02575317 -0.06645019  0.11819638 -0.09224717 -0.0648765
  0.4238515  -0.70234627  0.08869563 -0.63176936]",0.6479302,0.51386577,0.56630445,0.528185,0.5633975,0.58894515,0.60268766
59,Hernández Silva Yuly Esmeralda,Pacto Histórico,government,0,0,"[ 0.23186871  0.1612553   0.25952694 -0.5006904   0.20254582 -0.5581487
  0.13909453  0.30140063 -0.17970005 -0.11257168  0.37702668  0.03000162
  0.03896961 -0.05581336  0.3793255  -0.21646133  0.08293594  0.18615906
  0.32444215 -0.35276774 -0.05931074  0.27809402  0.18339242 -0.07127083
  0.00850893 -0.7691548   0.03228787 -0.36706412  0.06509566 -0.1249802
 -0.30283716 -0.34096316  0.03888838  0.35419968 -0.31030342  0.62687314
  0.39318046 -0.31651148  0.17821576 -0.57189816  0.01030541  0.14666897
 -0.11716291  0.10107206  0.07622602  0.12842259 -0.7004203   0.11270662
  0.17955244  0.09264675 -0.5386785   0.29812586 -0.7069641  -0.49827608
  0.20663768  0.03656713  0.07866833  0.49395543  0.43583146  0.8501719
 -0.04412273  0.23900764 -0.20678966 -0.5567799  -0.353935    0.04426887
 -0.58783084 -0.37362263  0.41178185 -0.1430197   0.28568345 -0.17906545
 -0.16923225  0.7878495   0.07551622 -0.16812703 -0.00971396 -0.64913946
 -0.7286966  -0.3855423   0.25884175  0.15221481 -0.40527377  0.533588
 -0.16084622  0.78664696  0.17455977 -0.16510768  1.1420538  -0.03227427
  0.24114484 -0.15212342  0.14528412 -0.08232979 -0.06504169  0.1771263
  0.5097114  -1.0989282   0.20606044 -0.7634016 ]",0.60329473,0.4914109,0.5281322,0.4915587,0.534776,0.5573205,0.56859165
60,Holguín Moreno Paola Andrea,Centro Democrático,opposition,0,0,"[ 0.14592609  0.28162432  0.20347174 -0.11833107  0.15158157 -0.2587911
  0.13166727  0.43462008 -0.12376209 -0.09403992  0.22375055 -0.09792077
  0.18848626 -0.10581063  0.36688495 -0.11245954  0.22655863 -0.09607543
  0.1335441  -0.42930895 -0.39365265  0.25557035  0.21807663  0.03400572
  0.00763876 -0.27431178 -0.28718787 -0.42859095  0.02618692  0.17848356
 -0.2912054  -0.35708943  0.23617661  0.3138286  -0.14591834  0.407265
  0.49969885 -0.21631794  0.14748937 -0.5788194   0.21070296  0.00577694
  0.02921318  0.15137479  0.18238382  0.10115359 -0.3000145  -0.05935156
  0.41553006  0.10458046 -0.1742553   0.18130536 -0.3782393  -0.19154732
  0.15537658  0.08640791  0.08817008  0.0748256   0.00748599  0.64206076
 -0.18908444  0.14144282  0.15306    -0.49196768 -0.2996633  -0.16614403
 -0.7070641  -0.14533646  0.19605157 -0.1094948  -0.05444258 -0.22998229
 -0.25648367  0.56889707 -0.01448219 -0.339894   -0.3247365  -0.26649886
 -0.5980973  -0.2903268   0.24469677  0.04181097 -0.35396713  0.53424495
 -0.24837625  0.8463918   0.04824354  0.18348274  0.66434145 -0.03827344
  0.10742055 -0.0625837   0.18272465 -0.2830281   0.12800191  0.00271482
  0.27129835 -0.5294401   0.06609793 -0.58356225]",0.6510135,0.52935123,0.5733405,0.540275,0.58350086,0.6040814,0.6209427
61,Hurtado Sánchez Norma ,Partido de la U,independent,0,0,"[ 0.19601525  0.2493182  -0.12962739 -0.3030223   0.27493742 -0.31095108
  0.08951481  0.440454    0.14675313 -0.19641846 -0.00320878 -0.13184075
  0.03644342 -0.3093091   0.32503632 -0.06486575  0.06411249 -0.09248564
  0.42427292 -0.20602429 -0.00478499  0.3143951   0.04643279  0.47505376
 -0.11679435 -0.1152629  -0.01680606 -0.25395647  0.27383313 -0.02927341
  0.01194985 -0.02985761  0.01500787  0.06176758 -0.16940634  0.31461206
  0.08414923 -0.06203748  0.10682201 -0.32768777  0.02974547  0.08004372
 -0.20666276  0.05772344 -0.03576991 -0.04976219 -0.21960813 -0.13993247
 -0.01120185  0.12961479 -0.40402266  0.11671123 -0.41519928 -0.21504247
  0.24492306 -0.06473684  0.1271388   0.132345    0.45110905  0.19223388
  0.01890024 -0.09030458 -0.12583657 -0.4302257  -0.39962724  0.12748659
 -0.3209162  -0.40291655  0.10848609  0.02230236  0.13991427 -0.08597975
  0.05645642  0.5364478  -0.27710268  0.20667863 -0.03150734 -0.37312242
 -0.5977365   0.1057026   0.26126477 -0.06518093 -0.39412442  0.16459756
 -0.00550848  0.07019889 -0.16699888  0.22387354  0.5563898   0.09375048
  0.1019606   0.02080606 -0.15507604  0.0581218  -0.01408267 -0.16065651
  0.6620682  -0.48127058  0.00563656 -0.527162  ]",0.7557103,0.72232145,0.7189298,0.7008314,0.732462,0.7321948,0.7279625
63,Jiménez López Carlos Abraham,Cambio Radical,opposition,0,1,"[ 0.17031768  0.3337664   0.06351664 -0.35894895  0.20974517 -0.42045218
  0.07201665  0.14655855  0.10567515 -0.2091542   0.40485603 -0.15256618
  0.06393903 -0.26085183  0.29844224  0.10778181 -0.05769869  0.2005482
  0.33410358 -0.38226974 -0.15317808  0.06073991  0.14950071  0.206393
 -0.09146358 -0.3989691  -0.10006761 -0.4395783   0.1296772   0.01408249
 -0.10492612 -0.15251648  0.2839759   0.28445652 -0.20345625  0.40048257
  0.45755193 -0.22879092  0.11501043 -0.32855222  0.0856639   0.20318674
 -0.04765613 -0.0076261   0.03444599 -0.0236868  -0.5072104   0.14215682
  0.18741009  0.00930768 -0.4563416   0.28333893 -0.42781928 -0.35648033
  0.19820145  0.00648095 -0.01577015  0.06434827  0.39109224  0.5415412
 -0.2171155   0.12131083 -0.08280656 -0.5067568  -0.59268737  0.08687374
 -0.54900855 -0.3096928   0.26359951 -0.15941991  0.05356368 -0.34193534
  0.00131088  0.7662899  -0.10281416 -0.15425362 -0.12362377 -0.6427645
 -0.60892344 -0.3942902   0.10168128  0.01681039 -0.29750964  0.48688853
 -0.09855874  0.78655016  0.16442443 -0.04680493  0.93984634 -0.10503593
  0.2836684  -0.04533567  0.07841292 -0.00665843 -0.0666455   0.14154235
  0.31732485 -0.56009364 -0.02708196 -0.6858906 ]",0.6410297,0.55374897,0.57557464,0.5437799,0.5892707,0.6061075,0.6130619
